"TABLE_SCHEMA","TABLE_NAME","COLUMN_NAME","COLUMN_TYPE","DATA_TYPE","IS_NULLABLE","COLUMN_KEY"
"hotfixes","player_condition","SkillID1","smallint unsigned","smallint","NO",""
"hotfixes","player_condition","SkillID2","smallint unsigned","smallint","NO",""
"hotfixes","player_condition","SkillID3","smallint unsigned","smallint","NO",""
"hotfixes","player_condition","SkillID4","smallint unsigned","smallint","NO",""
"hotfixes","player_condition","MinSkill1","smallint unsigned","smallint","NO",""
"hotfixes","player_condition","MinSkill2","smallint unsigned","smallint","NO",""
"hotfixes","player_condition","MinSkill3","smallint unsigned","smallint","NO",""
"hotfixes","player_condition","MinSkill4","smallint unsigned","smallint","NO",""
"hotfixes","player_condition","MaxSkill1","smallint unsigned","smallint","NO",""
"hotfixes","player_condition","MaxSkill2","smallint unsigned","smallint","NO",""
"hotfixes","player_condition","MaxSkill3","smallint unsigned","smallint","NO",""
"hotfixes","player_condition","MaxSkill4","smallint unsigned","smallint","NO",""
"hotfixes","player_condition","MinFactionID1","int unsigned","int","NO",""
"hotfixes","player_condition","MinFactionID2","int unsigned","int","NO",""
"hotfixes","player_condition","MinFactionID3","int unsigned","int","NO",""
"hotfixes","player_condition","MinReputation1","tinyint unsigned","tinyint","NO",""
"hotfixes","player_condition","MinReputation2","tinyint unsigned","tinyint","NO",""
"hotfixes","player_condition","MinReputation3","tinyint unsigned","tinyint","NO",""
"hotfixes","player_condition","PrevQuestID1","int unsigned","int","NO",""
"hotfixes","player_condition","PrevQuestID2","int unsigned","int","NO",""
"hotfixes","player_condition","PrevQuestID3","int unsigned","int","NO",""
"hotfixes","player_condition","PrevQuestID4","int unsigned","int","NO",""
"hotfixes","player_condition","CurrQuestID1","int unsigned","int","NO",""
"hotfixes","player_condition","CurrQuestID2","int unsigned","int","NO",""
"hotfixes","player_condition","CurrQuestID3","int unsigned","int","NO",""
"hotfixes","player_condition","CurrQuestID4","int unsigned","int","NO",""
"hotfixes","player_condition","CurrentCompletedQuestID1","int unsigned","int","NO",""
"hotfixes","player_condition","CurrentCompletedQuestID2","int unsigned","int","NO",""
"hotfixes","player_condition","CurrentCompletedQuestID3","int unsigned","int","NO",""
"hotfixes","player_condition","CurrentCompletedQuestID4","int unsigned","int","NO",""
"hotfixes","player_condition","SpellID1","int","int","NO",""
"hotfixes","player_condition","SpellID2","int","int","NO",""
"hotfixes","player_condition","SpellID3","int","int","NO",""
"hotfixes","player_condition","SpellID4","int","int","NO",""
"hotfixes","player_condition","ItemID1","int","int","NO",""
"hotfixes","player_condition","ItemID2","int","int","NO",""
"hotfixes","player_condition","ItemID3","int","int","NO",""
"hotfixes","player_condition","ItemID4","int","int","NO",""
"hotfixes","player_condition","ItemCount1","int unsigned","int","NO",""
"hotfixes","player_condition","ItemCount2","int unsigned","int","NO",""
"hotfixes","player_condition","ItemCount3","int unsigned","int","NO",""
"hotfixes","player_condition","ItemCount4","int unsigned","int","NO",""
"hotfixes","player_condition","Explored1","smallint unsigned","smallint","NO",""
"hotfixes","player_condition","Explored2","smallint unsigned","smallint","NO",""
"hotfixes","player_condition","Time1","int unsigned","int","NO",""
"hotfixes","player_condition","Time2","int unsigned","int","NO",""
"hotfixes","player_condition","AuraSpellID1","int","int","NO",""
"hotfixes","player_condition","AuraSpellID2","int","int","NO",""
"hotfixes","player_condition","AuraSpellID3","int","int","NO",""
"hotfixes","player_condition","AuraSpellID4","int","int","NO",""
"hotfixes","player_condition","AuraStacks1","tinyint unsigned","tinyint","NO",""
"hotfixes","player_condition","AuraStacks2","tinyint unsigned","tinyint","NO",""
"hotfixes","player_condition","AuraStacks3","tinyint unsigned","tinyint","NO",""
"hotfixes","player_condition","AuraStacks4","tinyint unsigned","tinyint","NO",""
"hotfixes","player_condition","Achievement1","smallint unsigned","smallint","NO",""
"hotfixes","player_condition","Achievement2","smallint unsigned","smallint","NO",""
"hotfixes","player_condition","Achievement3","smallint unsigned","smallint","NO",""
"hotfixes","player_condition","Achievement4","smallint unsigned","smallint","NO",""
"hotfixes","player_condition","AreaID1","smallint unsigned","smallint","NO",""
"hotfixes","player_condition","AreaID2","smallint unsigned","smallint","NO",""
"hotfixes","player_condition","AreaID3","smallint unsigned","smallint","NO",""
"hotfixes","player_condition","AreaID4","smallint unsigned","smallint","NO",""
"hotfixes","player_condition","LfgStatus1","tinyint unsigned","tinyint","NO",""
"hotfixes","player_condition","LfgStatus2","tinyint unsigned","tinyint","NO",""
"hotfixes","player_condition","LfgStatus3","tinyint unsigned","tinyint","NO",""
"hotfixes","player_condition","LfgStatus4","tinyint unsigned","tinyint","NO",""
"hotfixes","player_condition","LfgCompare1","tinyint unsigned","tinyint","NO",""
"hotfixes","player_condition","LfgCompare2","tinyint unsigned","tinyint","NO",""
"hotfixes","player_condition","LfgCompare3","tinyint unsigned","tinyint","NO",""
"hotfixes","player_condition","LfgCompare4","tinyint unsigned","tinyint","NO",""
"hotfixes","player_condition","LfgValue1","int unsigned","int","NO",""
"hotfixes","player_condition","LfgValue2","int unsigned","int","NO",""
"hotfixes","player_condition","LfgValue3","int unsigned","int","NO",""
"hotfixes","player_condition","LfgValue4","int unsigned","int","NO",""
"hotfixes","player_condition","CurrencyID1","int unsigned","int","NO",""
"hotfixes","player_condition","CurrencyID2","int unsigned","int","NO",""
"hotfixes","player_condition","CurrencyID3","int unsigned","int","NO",""
"hotfixes","player_condition","CurrencyID4","int unsigned","int","NO",""
"hotfixes","player_condition","CurrencyCount1","int unsigned","int","NO",""
"hotfixes","player_condition","CurrencyCount2","int unsigned","int","NO",""
"hotfixes","player_condition","CurrencyCount3","int unsigned","int","NO",""
"hotfixes","player_condition","CurrencyCount4","int unsigned","int","NO",""
"hotfixes","player_condition","QuestKillMonster1","int unsigned","int","NO",""
"hotfixes","player_condition","QuestKillMonster2","int unsigned","int","NO",""
"hotfixes","player_condition","QuestKillMonster3","int unsigned","int","NO",""
"hotfixes","player_condition","QuestKillMonster4","int unsigned","int","NO",""
"hotfixes","player_condition","QuestKillMonster5","int unsigned","int","NO",""
"hotfixes","player_condition","QuestKillMonster6","int unsigned","int","NO",""
"hotfixes","player_condition","MovementFlags1","int","int","NO",""
"hotfixes","player_condition","MovementFlags2","int","int","NO",""
"hotfixes","player_condition","VerifiedBuild","int","int","NO","PRI"
"hotfixes","player_condition_locale","ID","int unsigned","int","NO","PRI"
"hotfixes","player_condition_locale","locale","varchar(4)","varchar","NO","PRI"
"hotfixes","player_condition_locale","FailureDescription_lang","text","text","YES",""
"hotfixes","player_condition_locale","VerifiedBuild","int","int","NO","PRI"
"hotfixes","power_display","ID","int unsigned","int","NO","PRI"
"hotfixes","power_display","GlobalStringBaseTag","text","text","YES",""
"hotfixes","power_display","ActualType","tinyint unsigned","tinyint","NO",""
"hotfixes","power_display","Red","tinyint unsigned","tinyint","NO",""
"hotfixes","power_display","Green","tinyint unsigned","tinyint","NO",""
"hotfixes","power_display","Blue","tinyint unsigned","tinyint","NO",""
"hotfixes","power_display","VerifiedBuild","int","int","NO","PRI"
"hotfixes","power_type","ID","int unsigned","int","NO","PRI"
"hotfixes","power_type","NameGlobalStringTag","text","text","YES",""
"hotfixes","power_type","CostGlobalStringTag","text","text","YES",""
"hotfixes","power_type","PowerTypeEnum","tinyint","tinyint","NO",""
"hotfixes","power_type","MinPower","int","int","NO",""
"hotfixes","power_type","MaxBasePower","int","int","NO",""
"hotfixes","power_type","CenterPower","int","int","NO",""
"hotfixes","power_type","DefaultPower","int","int","NO",""
"hotfixes","power_type","DisplayModifier","int","int","NO",""
"hotfixes","power_type","RegenInterruptTimeMS","int","int","NO",""
"hotfixes","power_type","RegenPeace","float","float","NO",""
"hotfixes","power_type","RegenCombat","float","float","NO",""
"hotfixes","power_type","Flags","smallint","smallint","NO",""
"hotfixes","power_type","VerifiedBuild","int","int","NO","PRI"
"hotfixes","prestige_level_info","ID","int unsigned","int","NO","PRI"
"hotfixes","prestige_level_info","Name","text","text","YES",""
"hotfixes","prestige_level_info","PrestigeLevel","int","int","NO",""
"hotfixes","prestige_level_info","BadgeTextureFileDataID","int","int","NO",""
"hotfixes","prestige_level_info","Flags","tinyint unsigned","tinyint","NO",""
"hotfixes","prestige_level_info","AwardedAchievementID","int","int","NO",""
"hotfixes","prestige_level_info","VerifiedBuild","int","int","NO","PRI"
"hotfixes","prestige_level_info_locale","ID","int unsigned","int","NO","PRI"
"hotfixes","prestige_level_info_locale","locale","varchar(4)","varchar","NO","PRI"
"hotfixes","prestige_level_info_locale","Name_lang","text","text","YES",""
"hotfixes","prestige_level_info_locale","VerifiedBuild","int","int","NO","PRI"
"hotfixes","pvp_difficulty","ID","int unsigned","int","NO","PRI"
"hotfixes","pvp_difficulty","RangeIndex","tinyint unsigned","tinyint","NO",""
"hotfixes","pvp_difficulty","MinLevel","tinyint unsigned","tinyint","NO",""
"hotfixes","pvp_difficulty","MaxLevel","tinyint unsigned","tinyint","NO",""
"hotfixes","pvp_difficulty","MapID","int unsigned","int","NO",""
"hotfixes","pvp_difficulty","VerifiedBuild","int","int","NO","PRI"
"hotfixes","pvp_item","ID","int unsigned","int","NO","PRI"
"hotfixes","pvp_item","ItemID","int","int","NO",""
"hotfixes","pvp_item","ItemLevelDelta","tinyint unsigned","tinyint","NO",""
"hotfixes","pvp_item","VerifiedBuild","int","int","NO","PRI"
"hotfixes","pvp_season","ID","int unsigned","int","NO","PRI"
"hotfixes","pvp_season","MilestoneSeason","int","int","NO",""
"hotfixes","pvp_season","AllianceAchievementID","int","int","NO",""
"hotfixes","pvp_season","HordeAchievementID","int","int","NO",""
"hotfixes","pvp_season","VerifiedBuild","int","int","NO","PRI"
"hotfixes","pvp_tier","ID","int unsigned","int","NO","PRI"
"hotfixes","pvp_tier","Name","text","text","YES",""
"hotfixes","pvp_tier","MinRating","smallint","smallint","NO",""
"hotfixes","pvp_tier","MaxRating","smallint","smallint","NO",""
"hotfixes","pvp_tier","PrevTier","int","int","NO",""
"hotfixes","pvp_tier","NextTier","int","int","NO",""
"hotfixes","pvp_tier","BracketID","tinyint unsigned","tinyint","NO",""
"hotfixes","pvp_tier","Rank","tinyint","tinyint","NO",""
"hotfixes","pvp_tier","RankIconFileDataID","int","int","NO",""
"hotfixes","pvp_tier","VerifiedBuild","int","int","NO","PRI"
"hotfixes","pvp_tier_locale","ID","int unsigned","int","NO","PRI"
"hotfixes","pvp_tier_locale","locale","varchar(4)","varchar","NO","PRI"
"hotfixes","pvp_tier_locale","Name_lang","text","text","YES",""
"hotfixes","pvp_tier_locale","VerifiedBuild","int","int","NO","PRI"
"hotfixes","quest_faction_reward","ID","int unsigned","int","NO","PRI"
"hotfixes","quest_faction_reward","Difficulty1","smallint","smallint","NO",""
"hotfixes","quest_faction_reward","Difficulty2","smallint","smallint","NO",""
"hotfixes","quest_faction_reward","Difficulty3","smallint","smallint","NO",""
"hotfixes","quest_faction_reward","Difficulty4","smallint","smallint","NO",""
"hotfixes","quest_faction_reward","Difficulty5","smallint","smallint","NO",""
"hotfixes","quest_faction_reward","Difficulty6","smallint","smallint","NO",""
"hotfixes","quest_faction_reward","Difficulty7","smallint","smallint","NO",""
"hotfixes","quest_faction_reward","Difficulty8","smallint","smallint","NO",""
"hotfixes","quest_faction_reward","Difficulty9","smallint","smallint","NO",""
"hotfixes","quest_faction_reward","Difficulty10","smallint","smallint","NO",""
"hotfixes","quest_faction_reward","VerifiedBuild","int","int","NO","PRI"
"hotfixes","quest_info","ID","int unsigned","int","NO","PRI"
"hotfixes","quest_info","InfoName","text","text","YES",""
"hotfixes","quest_info","Type","tinyint","tinyint","NO",""
"hotfixes","quest_info","Modifiers","int","int","NO",""
"hotfixes","quest_info","Profession","smallint unsigned","smallint","NO",""
"hotfixes","quest_info","VerifiedBuild","int","int","NO","PRI"
"hotfixes","quest_info_locale","ID","int unsigned","int","NO","PRI"
"hotfixes","quest_info_locale","locale","varchar(4)","varchar","NO","PRI"
"hotfixes","quest_info_locale","InfoName_lang","text","text","YES",""
"hotfixes","quest_info_locale","VerifiedBuild","int","int","NO","PRI"
"hotfixes","quest_line_x_quest","ID","int unsigned","int","NO","PRI"
"hotfixes","quest_line_x_quest","QuestLineID","int unsigned","int","NO",""
"hotfixes","quest_line_x_quest","QuestID","int unsigned","int","NO",""
"hotfixes","quest_line_x_quest","OrderIndex","int unsigned","int","NO",""
"hotfixes","quest_line_x_quest","VerifiedBuild","int","int","NO","PRI"
"hotfixes","quest_money_reward","ID","int unsigned","int","NO","PRI"
"hotfixes","quest_money_reward","Difficulty1","int unsigned","int","NO",""
"hotfixes","quest_money_reward","Difficulty2","int unsigned","int","NO",""
"hotfixes","quest_money_reward","Difficulty3","int unsigned","int","NO",""
"hotfixes","quest_money_reward","Difficulty4","int unsigned","int","NO",""
"hotfixes","quest_money_reward","Difficulty5","int unsigned","int","NO",""
"hotfixes","quest_money_reward","Difficulty6","int unsigned","int","NO",""
"hotfixes","quest_money_reward","Difficulty7","int unsigned","int","NO",""
"hotfixes","quest_money_reward","Difficulty8","int unsigned","int","NO",""
"hotfixes","quest_money_reward","Difficulty9","int unsigned","int","NO",""
"hotfixes","quest_money_reward","Difficulty10","int unsigned","int","NO",""
"hotfixes","quest_money_reward","VerifiedBuild","int","int","NO","PRI"
"hotfixes","quest_package_item","ID","int unsigned","int","NO","PRI"
"hotfixes","quest_package_item","PackageID","smallint unsigned","smallint","NO",""
"hotfixes","quest_package_item","ItemID","int","int","NO",""
"hotfixes","quest_package_item","ItemQuantity","int unsigned","int","NO",""
"hotfixes","quest_package_item","DisplayType","tinyint unsigned","tinyint","NO",""
"hotfixes","quest_package_item","VerifiedBuild","int","int","NO","PRI"
"hotfixes","quest_sort","ID","int unsigned","int","NO","PRI"
"hotfixes","quest_sort","SortName","text","text","YES",""
"hotfixes","quest_sort","UiOrderIndex","tinyint","tinyint","NO",""
"hotfixes","quest_sort","VerifiedBuild","int","int","NO","PRI"
"hotfixes","quest_sort_locale","ID","int unsigned","int","NO","PRI"
"hotfixes","quest_sort_locale","locale","varchar(4)","varchar","NO","PRI"
"hotfixes","quest_sort_locale","SortName_lang","text","text","YES",""
"hotfixes","quest_sort_locale","VerifiedBuild","int","int","NO","PRI"
"hotfixes","quest_v2","ID","int unsigned","int","NO","PRI"
"hotfixes","quest_v2","UniqueBitFlag","smallint unsigned","smallint","NO",""
"hotfixes","quest_v2","VerifiedBuild","int","int","NO","PRI"
"hotfixes","quest_xp","ID","int unsigned","int","NO","PRI"
"hotfixes","quest_xp","Difficulty1","smallint unsigned","smallint","NO",""
"hotfixes","quest_xp","Difficulty2","smallint unsigned","smallint","NO",""
"hotfixes","quest_xp","Difficulty3","smallint unsigned","smallint","NO",""
"hotfixes","quest_xp","Difficulty4","smallint unsigned","smallint","NO",""
"hotfixes","quest_xp","Difficulty5","smallint unsigned","smallint","NO",""
"hotfixes","quest_xp","Difficulty6","smallint unsigned","smallint","NO",""
"hotfixes","quest_xp","Difficulty7","smallint unsigned","smallint","NO",""
"hotfixes","quest_xp","Difficulty8","smallint unsigned","smallint","NO",""
"hotfixes","quest_xp","Difficulty9","smallint unsigned","smallint","NO",""
"hotfixes","quest_xp","Difficulty10","smallint unsigned","smallint","NO",""
"hotfixes","quest_xp","VerifiedBuild","int","int","NO","PRI"
"hotfixes","rand_prop_points","ID","int unsigned","int","NO","PRI"
"hotfixes","rand_prop_points","DamageReplaceStat","int","int","NO",""
"hotfixes","rand_prop_points","Epic1","int unsigned","int","NO",""
"hotfixes","rand_prop_points","Epic2","int unsigned","int","NO",""
"hotfixes","rand_prop_points","Epic3","int unsigned","int","NO",""
"hotfixes","rand_prop_points","Epic4","int unsigned","int","NO",""
"hotfixes","rand_prop_points","Epic5","int unsigned","int","NO",""
"hotfixes","rand_prop_points","Superior1","int unsigned","int","NO",""
"hotfixes","rand_prop_points","Superior2","int unsigned","int","NO",""
"hotfixes","rand_prop_points","Superior3","int unsigned","int","NO",""
"hotfixes","rand_prop_points","Superior4","int unsigned","int","NO",""
"hotfixes","rand_prop_points","Superior5","int unsigned","int","NO",""
"hotfixes","rand_prop_points","Good1","int unsigned","int","NO",""
"hotfixes","rand_prop_points","Good2","int unsigned","int","NO",""
"hotfixes","rand_prop_points","Good3","int unsigned","int","NO",""
"hotfixes","rand_prop_points","Good4","int unsigned","int","NO",""
"hotfixes","rand_prop_points","Good5","int unsigned","int","NO",""
"hotfixes","rand_prop_points","VerifiedBuild","int","int","NO","PRI"
"hotfixes","reward_pack","ID","int unsigned","int","NO","PRI"
"hotfixes","reward_pack","CharTitleID","int","int","NO",""
"hotfixes","reward_pack","Money","int unsigned","int","NO",""
"hotfixes","reward_pack","ArtifactXPDifficulty","tinyint","tinyint","NO",""
"hotfixes","reward_pack","ArtifactXPMultiplier","float","float","NO",""
"hotfixes","reward_pack","ArtifactXPCategoryID","tinyint unsigned","tinyint","NO",""
"hotfixes","reward_pack","TreasurePickerID","int unsigned","int","NO",""
"hotfixes","reward_pack","VerifiedBuild","int","int","NO","PRI"
"hotfixes","reward_pack_x_currency_type","ID","int unsigned","int","NO","PRI"
"hotfixes","reward_pack_x_currency_type","CurrencyTypeID","int unsigned","int","NO",""
"hotfixes","reward_pack_x_currency_type","Quantity","int","int","NO",""
"hotfixes","reward_pack_x_currency_type","RewardPackID","int unsigned","int","NO",""
"hotfixes","reward_pack_x_currency_type","VerifiedBuild","int","int","NO","PRI"
"hotfixes","reward_pack_x_item","ID","int unsigned","int","NO","PRI"
"hotfixes","reward_pack_x_item","ItemID","int","int","NO",""
"hotfixes","reward_pack_x_item","ItemQuantity","int","int","NO",""
"hotfixes","reward_pack_x_item","RewardPackID","int unsigned","int","NO",""
"hotfixes","reward_pack_x_item","VerifiedBuild","int","int","NO","PRI"
"hotfixes","scaling_stat_distribution","ID","int unsigned","int","NO","PRI"
"hotfixes","scaling_stat_distribution","PlayerLevelToItemLevelCurveID","smallint unsigned","smallint","NO",""
"hotfixes","scaling_stat_distribution","MinLevel","int","int","NO",""
"hotfixes","scaling_stat_distribution","MaxLevel","int","int","NO",""
"hotfixes","scaling_stat_distribution","Bonus1","int","int","NO",""
"hotfixes","scaling_stat_distribution","Bonus2","int","int","NO",""
"hotfixes","scaling_stat_distribution","Bonus3","int","int","NO",""
"hotfixes","scaling_stat_distribution","Bonus4","int","int","NO",""
"hotfixes","scaling_stat_distribution","Bonus5","int","int","NO",""
"hotfixes","scaling_stat_distribution","Bonus6","int","int","NO",""
"hotfixes","scaling_stat_distribution","Bonus7","int","int","NO",""
"hotfixes","scaling_stat_distribution","Bonus8","int","int","NO",""
"hotfixes","scaling_stat_distribution","Bonus9","int","int","NO",""
"hotfixes","scaling_stat_distribution","Bonus10","int","int","NO",""
"hotfixes","scaling_stat_distribution","StatID1","int","int","NO",""
"hotfixes","scaling_stat_distribution","StatID2","int","int","NO",""
"hotfixes","scaling_stat_distribution","StatID3","int","int","NO",""
"hotfixes","scaling_stat_distribution","StatID4","int","int","NO",""
"hotfixes","scaling_stat_distribution","StatID5","int","int","NO",""
"hotfixes","scaling_stat_distribution","StatID6","int","int","NO",""
"hotfixes","scaling_stat_distribution","StatID7","int","int","NO",""
"hotfixes","scaling_stat_distribution","StatID8","int","int","NO",""
"hotfixes","scaling_stat_distribution","StatID9","int","int","NO",""
"hotfixes","scaling_stat_distribution","StatID10","int","int","NO",""
"hotfixes","scaling_stat_distribution","VerifiedBuild","int","int","NO","PRI"
"hotfixes","scaling_stat_values","ID","int unsigned","int","NO","PRI"
"hotfixes","scaling_stat_values","Charlevel","int","int","NO",""
"hotfixes","scaling_stat_values","WeaponDPS1H","int","int","NO",""
"hotfixes","scaling_stat_values","WeaponDPS2H","int","int","NO",""
"hotfixes","scaling_stat_values","SpellcasterDPS1H","int","int","NO",""
"hotfixes","scaling_stat_values","SpellcasterDPS2H","int","int","NO",""
"hotfixes","scaling_stat_values","RangedDPS","int","int","NO",""
"hotfixes","scaling_stat_values","WandDPS","int","int","NO",""
"hotfixes","scaling_stat_values","SpellPower","int","int","NO",""
"hotfixes","scaling_stat_values","ShoulderBudget","int","int","NO",""
"hotfixes","scaling_stat_values","TrinketBudget","int","int","NO",""
"hotfixes","scaling_stat_values","WeaponBudget1H","int","int","NO",""
"hotfixes","scaling_stat_values","PrimaryBudget","int","int","NO",""
"hotfixes","scaling_stat_values","RangedBudget","int","int","NO",""
"hotfixes","scaling_stat_values","TertiaryBudget","int","int","NO",""
"hotfixes","scaling_stat_values","ClothShoulderArmor","int","int","NO",""
"hotfixes","scaling_stat_values","LeatherShoulderArmor","int","int","NO",""
"hotfixes","scaling_stat_values","MailShoulderArmor","int","int","NO",""
"hotfixes","scaling_stat_values","PlateShoulderArmor","int","int","NO",""
"hotfixes","scaling_stat_values","ClothCloakArmor","int","int","NO",""
"hotfixes","scaling_stat_values","ClothChestArmor","int","int","NO",""
"hotfixes","scaling_stat_values","LeatherChestArmor","int","int","NO",""
"hotfixes","scaling_stat_values","MailChestArmor","int","int","NO",""
"hotfixes","scaling_stat_values","PlateChestArmor","int","int","NO",""
"hotfixes","scaling_stat_values","VerifiedBuild","int","int","NO","PRI"
"hotfixes","scenario","ID","int unsigned","int","NO","PRI"
"hotfixes","scenario","Name","text","text","YES",""
"hotfixes","scenario","AreaTableID","smallint unsigned","smallint","NO",""
"hotfixes","scenario","Type","tinyint unsigned","tinyint","NO",""
"hotfixes","scenario","Flags","tinyint unsigned","tinyint","NO",""
"hotfixes","scenario","UiTextureKitID","int unsigned","int","NO",""
"hotfixes","scenario","VerifiedBuild","int","int","NO","PRI"
"hotfixes","scenario_locale","ID","int unsigned","int","NO","PRI"
"hotfixes","scenario_locale","locale","varchar(4)","varchar","NO","PRI"
"hotfixes","scenario_locale","Name_lang","text","text","YES",""
"hotfixes","scenario_locale","VerifiedBuild","int","int","NO","PRI"
"hotfixes","scenario_step","ID","int unsigned","int","NO","PRI"
"hotfixes","scenario_step","Description","text","text","YES",""
"hotfixes","scenario_step","Title","text","text","YES",""
"hotfixes","scenario_step","ScenarioID","smallint unsigned","smallint","NO",""
"hotfixes","scenario_step","Criteriatreeid","int unsigned","int","NO",""
"hotfixes","scenario_step","RewardQuestID","int unsigned","int","NO",""
"hotfixes","scenario_step","RelatedStep","int","int","NO",""
"hotfixes","scenario_step","Supersedes","smallint unsigned","smallint","NO",""
"hotfixes","scenario_step","OrderIndex","tinyint unsigned","tinyint","NO",""
"hotfixes","scenario_step","Flags","tinyint unsigned","tinyint","NO",""
"hotfixes","scenario_step","VisibilityPlayerConditionID","int unsigned","int","NO",""
"hotfixes","scenario_step","WidgetSetID","smallint unsigned","smallint","NO",""
"hotfixes","scenario_step","VerifiedBuild","int","int","NO","PRI"
"hotfixes","scenario_step_locale","ID","int unsigned","int","NO","PRI"
"hotfixes","scenario_step_locale","locale","varchar(4)","varchar","NO","PRI"
"hotfixes","scenario_step_locale","Description_lang","text","text","YES",""
"hotfixes","scenario_step_locale","Title_lang","text","text","YES",""
"hotfixes","scenario_step_locale","VerifiedBuild","int","int","NO","PRI"
"hotfixes","scene_script","ID","int unsigned","int","NO","PRI"
"hotfixes","scene_script","FirstSceneScriptID","smallint unsigned","smallint","NO",""
"hotfixes","scene_script","NextSceneScriptID","smallint unsigned","smallint","NO",""
"hotfixes","scene_script","Unknown915","int","int","NO",""
"hotfixes","scene_script","VerifiedBuild","int","int","NO","PRI"
"hotfixes","scene_script_global_text","ID","int unsigned","int","NO","PRI"
"hotfixes","scene_script_global_text","Name","text","text","YES",""
"hotfixes","scene_script_global_text","Script","text","text","YES",""
"hotfixes","scene_script_global_text","VerifiedBuild","int","int","NO","PRI"
"hotfixes","scene_script_package","ID","int unsigned","int","NO","PRI"
"hotfixes","scene_script_package","Name","text","text","YES",""
"hotfixes","scene_script_package","VerifiedBuild","int","int","NO","PRI"
"hotfixes","scene_script_text","ID","int unsigned","int","NO","PRI"
"hotfixes","scene_script_text","Name","text","text","YES",""
"hotfixes","scene_script_text","Script","text","text","YES",""
"hotfixes","scene_script_text","VerifiedBuild","int","int","NO","PRI"
"hotfixes","server_messages","ID","int unsigned","int","NO","PRI"
"hotfixes","server_messages","Text","text","text","YES",""
"hotfixes","server_messages","VerifiedBuild","int","int","NO","PRI"
"hotfixes","server_messages_locale","ID","int unsigned","int","NO","PRI"
"hotfixes","server_messages_locale","locale","varchar(4)","varchar","NO","PRI"
"hotfixes","server_messages_locale","Text_lang","text","text","YES",""
"hotfixes","server_messages_locale","VerifiedBuild","int","int","NO","PRI"
"hotfixes","skill_line","DisplayName","text","text","YES",""
"hotfixes","skill_line","AlternateVerb","text","text","YES",""
"hotfixes","skill_line","Description","text","text","YES",""
"hotfixes","skill_line","HordeDisplayName","text","text","YES",""
"hotfixes","skill_line","OverrideSourceInfoDisplayName","text","text","YES",""
"hotfixes","skill_line","ID","int unsigned","int","NO","PRI"
"hotfixes","skill_line","CategoryID","tinyint","tinyint","NO",""
"hotfixes","skill_line","SpellIconFileID","int","int","NO",""
"hotfixes","skill_line","CanLink","tinyint","tinyint","NO",""
"hotfixes","skill_line","ParentSkillLineID","int unsigned","int","NO",""
"hotfixes","skill_line","ParentTierIndex","int","int","NO",""
"hotfixes","skill_line","Flags","smallint unsigned","smallint","NO",""
"hotfixes","skill_line","SpellBookSpellID","int","int","NO",""
"hotfixes","skill_line","VerifiedBuild","int","int","NO","PRI"
"hotfixes","skill_line_ability","RaceMask","bigint","bigint","NO",""
"hotfixes","skill_line_ability","ID","int unsigned","int","NO","PRI"
"hotfixes","skill_line_ability","SkillLine","smallint","smallint","NO",""
"hotfixes","skill_line_ability","Spell","int","int","NO",""
"hotfixes","skill_line_ability","MinSkillLineRank","smallint","smallint","NO",""
"hotfixes","skill_line_ability","ClassMask","int","int","NO",""
"hotfixes","skill_line_ability","SupercedesSpell","int","int","NO",""
"hotfixes","skill_line_ability","AcquireMethod","tinyint","tinyint","NO",""
"hotfixes","skill_line_ability","TrivialSkillLineRankHigh","smallint","smallint","NO",""
"hotfixes","skill_line_ability","TrivialSkillLineRankLow","smallint","smallint","NO",""
"hotfixes","skill_line_ability","Flags","tinyint","tinyint","NO",""
"hotfixes","skill_line_ability","NumSkillUps","tinyint","tinyint","NO",""
"hotfixes","skill_line_ability","UniqueBit","smallint","smallint","NO",""
"hotfixes","skill_line_ability","TradeSkillCategoryID","smallint","smallint","NO",""
"hotfixes","skill_line_ability","SkillupSkillLineID","smallint","smallint","NO",""
"hotfixes","skill_line_ability","CharacterPoints1","int","int","NO",""
"hotfixes","skill_line_ability","CharacterPoints2","int","int","NO",""
"hotfixes","skill_line_ability","VerifiedBuild","int","int","NO","PRI"
"hotfixes","skill_line_ability_locale","ID","int unsigned","int","NO","PRI"
"hotfixes","skill_line_ability_locale","locale","varchar(4)","varchar","NO","PRI"
"hotfixes","skill_line_ability_locale","AbilityVerb_lang","text","text","YES",""
"hotfixes","skill_line_ability_locale","AbilityAllVerb_lang","text","text","YES",""
"hotfixes","skill_line_ability_locale","VerifiedBuild","int","int","NO","PRI"
"hotfixes","skill_line_locale","ID","int unsigned","int","NO","PRI"
"hotfixes","skill_line_locale","locale","varchar(4)","varchar","NO","PRI"
"hotfixes","skill_line_locale","DisplayName_lang","text","text","YES",""
"hotfixes","skill_line_locale","AlternateVerb_lang","text","text","YES",""
"hotfixes","skill_line_locale","Description_lang","text","text","YES",""
"hotfixes","skill_line_locale","HordeDisplayName_lang","text","text","YES",""
"hotfixes","skill_line_locale","VerifiedBuild","int","int","NO","PRI"
"hotfixes","skill_race_class_info","ID","int unsigned","int","NO","PRI"
"hotfixes","skill_race_class_info","RaceMask","bigint","bigint","NO",""
"hotfixes","skill_race_class_info","SkillID","smallint","smallint","NO",""
